code_module,code_presentation,id_student,date_registration
AAA,2013J,175392,-195.0
AAA,2013J,175932,-92.0
AAA,2013J,175991,-57.0
AAA,2013J,180753,-64.0
AAA,2013J,181316,-39.0
AAA,2013J,183096,-128.0
AAA,2013J,183947,-32.0
AAA,2013J,184271,-74.0
AAA,2013J,185439,-12.0
AAA,2013J,186149,-109.0
AAA,2013J,187100,-136.0
AAA,2013J,188278,-57.0
AAA,2013J,189879,-180.0
AAA,2013J,192183,-62.0
AAA,2013J,195262,-45.0
AAA,2013J,200860,-54.0
AAA,2013J,202635,-73.0
AAA,2013J,205350,-68.0
AAA,2013J,205719,-51.0
AAA,2013J,227499,-169.0
AAA,2013J,227517,-172.0
AAA,2013J,228082,-31.0
AAA,2013J,228222,-108.0
AAA,2013J,229179,-165.0
AAA,2013J,229361,-58.0
AAA,2013J,231554,-29.0
AAA,2013J,235507,-79.0
AAA,2013J,236284,2.0
AAA,2013J,238007,-151.0
AAA,2013J,240712,-45.0
AAA,2013J,240884,-47.0
AAA,2013J,241649,-50.0
AAA,2013J,241729,-31.0
AAA,2013J,242793,-36.0
AAA,2013J,246834,-16.0
AAA,2013J,248270,-198.0
AAA,2013J,255548,-103.0
AAA,2013J,256815,-117.0
AAA,2013J,258392,-68.0
AAA,2013J,258894,-172.0
AAA,2013J,260355,-186.0
AAA,2013J,262011,-145.0
AAA,2013J,262934,-191.0
AAA,2013J,268073,-33.0
AAA,2013J,268733,-17.0
AAA,2013J,271251,-68.0
AAA,2013J,277880,-108.0
AAA,2013J,279572,-138.0
AAA,2013J,281022,-74.0
AAA,2013J,281250,-64.0
AAA,2013J,281589,-50.0
AAA,2013J,282821,-107.0
AAA,2013J,286488,-8.0
AAA,2013J,287548,-52.0
AAA,2013J,290201,-96.0
AAA,2013J,290757,-141.0
AAA,2013J,291334,-132.0
AAA,2013J,292923,-162.0
AAA,2013J,293699,-27.0
AAA,2013J,294570,-80.0
AAA,2013J,294594,-145.0
AAA,2013J,295741,-17.0
AAA,2013J,296332,-115.0
AAA,2013J,298696,-32.0
AAA,2013J,300398,-59.0
AAA,2013J,302302,-83.0
AAA,2013J,305152,-18.0
AAA,2013J,305386,-66.0
AAA,2013J,305539,-54.0
AAA,2013J,306107,-107.0
AAA,2013J,306466,-58.0
AAA,2013J,306897,-123.0
AAA,2013J,307061,-31.0
AAA,2013J,307866,-107.0
AAA,2013J,311917,-121.0
AAA,2013J,312537,-79.0
AAA,2013J,312782,-59.0
AAA,2013J,318933,-100.0
AAA,2013J,319047,-47.0
AAA,2013J,321942,-67.0
AAA,2013J,324002,-32.0
AAA,2013J,324084,-165.0
AAA,2013J,324282,-32.0
AAA,2013J,331358,-67.0
AAA,2013J,332789,-64.0
AAA,2013J,333059,-103.0
AAA,2013J,333323,-53.0
AAA,2013J,334259,-32.0
AAA,2013J,334333,-192.0
AAA,2013J,335764,-196.0
AAA,2013J,336207,-110.0
AAA,2013J,339972,-57.0
AAA,2013J,341872,48.0
AAA,2013J,342007,-71.0
AAA,2013J,342514,-81.0
AAA,2013J,342972,-60.0
AAA,2013J,343446,-49.0
AAA,2013J,344282,-12.0
AAA,2013J,345068,-37.0
AAA,2013J,345357,-18.0
AAA,2013J,346025,-75.0
AAA,2013J,346843,-44.0
AAA,2013J,350188,-49.0
AAA,2013J,354858,-32.0
AAA,2013J,357668,-38.0
AAA,2013J,364177,-129.0
AAA,2013J,365244,-38.0
AAA,2013J,365642,-52.0
AAA,2013J,366483,-4.0
AAA,2013J,368194,-123.0
AAA,2013J,368824,-60.0
AAA,2013J,368963,-19.0
AAA,2013J,376439,-87.0
AAA,2013J,376581,-64.0
AAA,2013J,380953,-155.0
AAA,2013J,383254,-61.0
AAA,2013J,386924,-192.0
AAA,2013J,386952,-38.0
AAA,2013J,388722,-179.0
AAA,2013J,388885,-185.0
AAA,2013J,390890,-31.0
AAA,2013J,392756,-58.0
AAA,2013J,392931,-54.0
AAA,2013J,393207,-38.0
AAA,2013J,396872,-23.0
AAA,2013J,398552,-57.0
AAA,2013J,401869,-53.0
AAA,2013J,402470,-130.0
AAA,2013J,404804,-129.0
AAA,2013J,405088,-67.0
AAA,2013J,405961,-170.0
AAA,2013J,414117,-73.0
AAA,2013J,415969,-60.0
AAA,2013J,420087,-15.0
AAA,2013J,429958,-58.0
AAA,2013J,441018,-52.0
AAA,2013J,441888,-53.0
AAA,2013J,442442,-32.0
AAA,2013J,444677,-38.0
AAA,2013J,470588,-43.0
AAA,2013J,489455,-120.0
AAA,2013J,494424,-38.0
AAA,2013J,495284,-29.0
AAA,2013J,498857,-16.0
AAA,2013J,508818,-156.0
AAA,2013J,512460,-32.0
AAA,2013J,544103,-127.0
AAA,2013J,550383,-51.0
AAA,2013J,564450,-43.0
AAA,2013J,568601,-30.0
AAA,2013J,572652,-158.0
AAA,2013J,580389,-22.0
AAA,2013J,581129,-38.0
AAA,2013J,588775,-17.0
AAA,2013J,591774,-46.0
AAA,2013J,603861,-38.0
AAA,2013J,606143,-43.0
AAA,2013J,704156,-29.0
AAA,2013J,705379,-57.0
AAA,2013J,721259,-73.0
AAA,2013J,749412,-138.0
AAA,2013J,760729,-67.0
AAA,2013J,905042,-91.0
AAA,2013J,949618,-59.0
AAA,2013J,958987,-67.0
AAA,2013J,968578,-170.0
AAA,2013J,969076,-42.0
AAA,2013J,971027,-62.0
AAA,2013J,978739,-108.0
AAA,2013J,1035023,-87.0
AAA,2013J,1105478,-144.0
AAA,2013J,1352868,-63.0
AAA,2013J,1401935,-35.0
AAA,2013J,1402638,-195.0
AAA,2013J,1414443,-169.0
AAA,2013J,1456619,-87.0
AAA,2013J,1465690,-38.0
AAA,2013J,1472925,20.0
AAA,2013J,1488959,-30.0
AAA,2013J,1518989,-102.0
AAA,2013J,1618738,-95.0
AAA,2013J,1620151,-95.0
AAA,2013J,1626710,-195.0
AAA,2013J,1640609,-191.0
AAA,2013J,1686521,-124.0
AAA,2013J,1729319,-106.0
AAA,2013J,1746134,-30.0
AAA,2013J,1758449,-198.0
AAA,2013J,1763015,-58.0
AAA,2013J,1765788,-43.0
AAA,2013J,1801229,-106.0
AAA,2013J,1801641,-32.0
AAA,2013J,1847830,-164.0
AAA,2013J,1860318,-53.0
AAA,2013J,1889511,-42.0
AAA,2013J,1889577,-81.0
AAA,2013J,1894188,-57.0
AAA,2013J,1938355,-102.0
AAA,2013J,1942396,-29.0
AAA,2013J,1970390,-108.0
AAA,2013J,1976139,-195.0
AAA,2013J,2011876,-32.0
AAA,2013J,2012966,-102.0
AAA,2013J,2051699,-137.0
AAA,2013J,2062879,-74.0
AAA,2013J,2065691,-16.0
AAA,2013J,2073016,-65.0
AAA,2013J,2080474,-123.0
AAA,2013J,2083877,-45.0
AAA,2013J,2084066,-148.0
AAA,2013J,2104505,-65.0
AAA,2013J,2122180,-35.0
AAA,2013J,2139353,-59.0
AAA,2013J,2143752,-46.0
AAA,2013J,2146792,-59.0
AAA,2013J,2149225,-36.0
AAA,2013J,2153153,-49.0
AAA,2013J,2155014,-32.0
AAA,2013J,2164705,-43.0
AAA,2013J,2171627,-50.0
AAA,2013J,2182846,-113.0
AAA,2013J,2194100,-108.0
AAA,2013J,2197016,-35.0
AAA,2013J,2208424,-66.0
AAA,2013J,2229865,-116.0
AAA,2013J,2255601,-28.0
AAA,2013J,2268379,-74.0
AAA,2013J,2278464,-129.0
AAA,2013J,2293923,-85.0
AAA,2013J,2312620,-45.0
AAA,2013J,2318055,-56.0
AAA,2013J,2324976,-101.0
AAA,2013J,2329342,-56.0
AAA,2013J,2339528,-57.0
AAA,2013J,2342426,-38.0
AAA,2013J,2344901,-24.0
AAA,2013J,2358056,-102.0
AAA,2013J,2358969,-53.0
AAA,2013J,2364471,-80.0
AAA,2013J,2365101,-129.0
AAA,2013J,2367155,-22.0
AAA,2013J,2369266,-94.0
AAA,2013J,2376496,-185.0
AAA,2013J,2391984,-101.0
AAA,2013J,2411661,-17.0
AAA,2013J,2411778,-35.0
AAA,2013J,2412002,-38.0
AAA,2013J,2412967,-73.0
AAA,2013J,2429854,-52.0
AAA,2013J,2437837,-53.0
AAA,2013J,2449878,-32.0
AAA,2013J,2456480,-71.0
AAA,2013J,2457256,-50.0
AAA,2013J,2458355,-81.0
AAA,2013J,2460080,-52.0
AAA,2013J,2461190,-11.0
AAA,2013J,2469673,-22.0
AAA,2013J,2470694,-106.0
AAA,2013J,2479954,-46.0
AAA,2013J,2481901,-195.0
AAA,2013J,2482700,-59.0
AAA,2013J,2486127,-144.0
AAA,2013J,2498700,-43.0
AAA,2013J,2516503,-65.0
AAA,2013J,2518069,-105.0
AAA,2013J,2521459,-158.0
AAA,2013J,2523736,-46.0
AAA,2013J,2529279,-67.0
AAA,2013J,2532302,-65.0
AAA,2013J,2536991,-87.0
AAA,2013J,2542724,-59.0
AAA,2013J,2550279,-153.0
AAA,2013J,2551220,-94.0
AAA,2013J,2552472,-38.0
AAA,2013J,2555340,-67.0
AAA,2013J,2557283,-80.0
AAA,2013J,2559575,-31.0
AAA,2013J,2562034,-30.0
AAA,2013J,2566163,-91.0
AAA,2013J,2566592,-35.0
AAA,2013J,2569324,-81.0
AAA,2013J,2574528,-16.0
AAA,2013J,2574583,-63.0
AAA,2013J,2576122,-137.0
AAA,2013J,2578995,-62.0
AAA,2013J,2586560,-94.0
AAA,2013J,2594139,-74.0
AAA,2013J,2598871,-128.0
AAA,2013J,2599352,-106.0
AAA,2013J,2600688,-165.0
AAA,2013J,2606098,-102.0
AAA,2013J,2613116,-63.0
AAA,2013J,2617002,-46.0
AAA,2013J,2620584,-109.0
AAA,2013J,2639449,-127.0
AAA,2013J,2639540,-38.0
AAA,2013J,2639641,-48.0
AAA,2013J,2641155,-71.0
AAA,2013J,2643002,-52.0
AAA,2013J,2645733,-100.0
AAA,2013J,2649826,-144.0
AAA,2013J,2650282,-29.0
AAA,2013J,2664024,-31.0
AAA,2013J,2666246,-43.0
AAA,2013J,2669816,-58.0
AAA,2013J,2671132,-38.0
AAA,2013J,2676809,-31.0
AAA,2013J,2678643,-25.0
AAA,2013J,2685865,-101.0
AAA,2013J,2688067,-31.0
AAA,2013J,2689958,-71.0
AAA,2013J,2691206,-109.0
AAA,2013J,2691244,-87.0
AAA,2013J,2694424,-170.0
AAA,2013J,2698257,-58.0
AAA,2014J,6516,-52.0
AAA,2014J,24734,-18.0
AAA,2014J,26192,-38.0
AAA,2014J,28061,-130.0
AAA,2014J,31600,-52.0
AAA,2014J,46844,-74.0
AAA,2014J,52765,-22.0
AAA,2014J,55104,-87.0
AAA,2014J,58071,-72.0
AAA,2014J,58316,-80.0
AAA,2014J,62487,-50.0
AAA,2014J,63165,-82.0
AAA,2014J,65002,-144.0
AAA,2014J,70011,-78.0
AAA,2014J,75255,-58.0
AAA,2014J,79403,-23.0
AAA,2014J,85092,-52.0
AAA,2014J,85144,-41.0
AAA,2014J,85302,-72.0
AAA,2014J,87431,-106.0
AAA,2014J,94961,-150.0
AAA,2014J,95755,-80.0
AAA,2014J,101116,-80.0
AAA,2014J,107489,-81.0
AAA,2014J,108872,-80.0
AAA,2014J,109155,-80.0
AAA,2014J,111512,-16.0
AAA,2014J,117818,-92.0
AAA,2014J,119902,-31.0
AAA,2014J,121349,-28.0
AAA,2014J,124064,-44.0
AAA,2014J,125018,-36.0
AAA,2014J,129955,-143.0
AAA,2014J,130034,-82.0
AAA,2014J,130547,-25.0
AAA,2014J,130636,-68.0
AAA,2014J,131390,-115.0
AAA,2014J,133816,-15.0
AAA,2014J,133922,-110.0
AAA,2014J,135335,-82.0
AAA,2014J,135400,-51.0
AAA,2014J,135471,-149.0
AAA,2014J,139033,-46.0
AAA,2014J,141377,-127.0
AAA,2014J,141506,-28.0
AAA,2014J,146503,-30.0
AAA,2014J,147756,-41.0
AAA,2014J,148993,-154.0
AAA,2014J,149741,-74.0
AAA,2014J,149962,-92.0
AAA,2014J,151587,-129.0
AAA,2014J,152668,-72.0
AAA,2014J,155984,-156.0
AAA,2014J,158707,-57.0
AAA,2014J,159954,-24.0
AAA,2014J,164944,-148.0
AAA,2014J,165226,-22.0
AAA,2014J,167961,-44.0
AAA,2014J,174024,-85.0
AAA,2014J,174094,-89.0
AAA,2014J,174745,-30.0
AAA,2014J,175447,-115.0
AAA,2014J,175772,-45.0
AAA,2014J,183057,-23.0
AAA,2014J,185350,-22.0
AAA,2014J,188278,-64.0
AAA,2014J,199636,-30.0
AAA,2014J,199897,3.0
AAA,2014J,200804,-80.0
AAA,2014J,205494,-45.0
AAA,2014J,228021,-68.0
AAA,2014J,228383,-21.0
AAA,2014J,232307,-107.0
AAA,2014J,235068,-156.0
AAA,2014J,235507,-135.0
AAA,2014J,236875,-20.0
AAA,2014J,237274,-155.0
AAA,2014J,243510,-16.0
AAA,2014J,244246,-137.0
AAA,2014J,248581,-61.0
AAA,2014J,252073,-5.0
AAA,2014J,254625,-50.0
AAA,2014J,258587,-109.0
AAA,2014J,260355,-156.0
AAA,2014J,260623,-28.0
AAA,2014J,263251,-73.0
AAA,2014J,263543,-56.0
AAA,2014J,263952,-38.0
AAA,2014J,266524,-134.0
AAA,2014J,268733,-10.0
AAA,2014J,273346,-155.0
AAA,2014J,274947,-43.0
AAA,2014J,275674,-155.0
AAA,2014J,275792,-37.0
AAA,2014J,277123,-20.0
AAA,2014J,277880,-11.0
AAA,2014J,281077,-103.0
AAA,2014J,281636,-73.0
AAA,2014J,285315,-36.0
AAA,2014J,287040,-155.0
AAA,2014J,287204,-79.0
AAA,2014J,287210,-156.0
AAA,2014J,288994,-10.0
AAA,2014J,289449,-122.0
AAA,2014J,290164,-88.0
AAA,2014J,292525,-52.0
AAA,2014J,292775,-35.0
AAA,2014J,293824,-50.0
AAA,2014J,294496,-147.0
AAA,2014J,294655,-49.0
AAA,2014J,295060,-66.0
AAA,2014J,295075,-114.0
AAA,2014J,296424,-84.0
AAA,2014J,298034,-49.0
AAA,2014J,298838,-66.0
AAA,2014J,301967,-35.0
AAA,2014J,302476,-156.0
AAA,2014J,303521,-108.0
AAA,2014J,303985,-24.0
AAA,2014J,304465,-135.0
AAA,2014J,306646,-22.0
AAA,2014J,309142,-38.0
AAA,2014J,310412,-81.0
AAA,2014J,311235,-123.0
AAA,2014J,311659,2.0
AAA,2014J,313937,-32.0
AAA,2014J,315076,-22.0
AAA,2014J,315744,-53.0
AAA,2014J,323370,-53.0
AAA,2014J,323805,-144.0
AAA,2014J,328024,-45.0
AAA,2014J,328734,-144.0
AAA,2014J,329659,-128.0
AAA,2014J,330594,-14.0
AAA,2014J,331358,-150.0
AAA,2014J,332884,-29.0
AAA,2014J,334441,-154.0
AAA,2014J,335247,-29.0
AAA,2014J,335764,-108.0
AAA,2014J,337748,-70.0
AAA,2014J,338407,-67.0
AAA,2014J,341876,-155.0
AAA,2014J,342007,-130.0
AAA,2014J,345440,-46.0
AAA,2014J,345519,-88.0
AAA,2014J,346118,-148.0
AAA,2014J,348275,-103.0
AAA,2014J,348807,-22.0
AAA,2014J,350156,-50.0
AAA,2014J,350939,-124.0
AAA,2014J,351336,-130.0
AAA,2014J,353665,-51.0
AAA,2014J,354170,-124.0
AAA,2014J,356170,-149.0
AAA,2014J,358182,-96.0
AAA,2014J,364957,-37.0
AAA,2014J,369834,-74.0
AAA,2014J,371710,-128.0
AAA,2014J,373872,-25.0
AAA,2014J,375260,-122.0
AAA,2014J,375646,-38.0
AAA,2014J,377546,-37.0
AAA,2014J,381642,-88.0
AAA,2014J,382095,-88.0
AAA,2014J,383180,-88.0
AAA,2014J,383600,-32.0
AAA,2014J,383723,-113.0
AAA,2014J,384203,-155.0
AAA,2014J,384725,-137.0
AAA,2014J,387533,-50.0
AAA,2014J,387954,-150.0
AAA,2014J,388147,-84.0
AAA,2014J,390890,-65.0
AAA,2014J,391249,-25.0
AAA,2014J,396599,-67.0
AAA,2014J,396655,-37.0
AAA,2014J,398171,-42.0
AAA,2014J,398349,-108.0
AAA,2014J,400147,-154.0
AAA,2014J,400682,-115.0
AAA,2014J,401404,-58.0
AAA,2014J,402204,-43.0
AAA,2014J,402727,-50.0
AAA,2014J,402961,-140.0
AAA,2014J,404356,-81.0
AAA,2014J,406671,-78.0
AAA,2014J,406682,-156.0
AAA,2014J,409100,-124.0
AAA,2014J,409703,-78.0
AAA,2014J,410092,-81.0
AAA,2014J,411971,-44.0
AAA,2014J,415969,-108.0
AAA,2014J,418731,-85.0
AAA,2014J,421455,-121.0
AAA,2014J,424577,-114.0
AAA,2014J,429858,-53.0
AAA,2014J,431025,-46.0
AAA,2014J,439305,-127.0
AAA,2014J,440319,-88.0
AAA,2014J,442064,-18.0
AAA,2014J,442132,-122.0
AAA,2014J,446108,-106.0
AAA,2014J,447481,-21.0
AAA,2014J,468120,-106.0
AAA,2014J,468694,-23.0
AAA,2014J,470588,-154.0
AAA,2014J,470982,-31.0
AAA,2014J,476603,-72.0
AAA,2014J,481022,-30.0
AAA,2014J,483800,-49.0
AAA,2014J,484897,-109.0
AAA,2014J,485962,-121.0
AAA,2014J,488382,-155.0
AAA,2014J,488990,-137.0
AAA,2014J,500113,-109.0
AAA,2014J,503889,-70.0
AAA,2014J,514526,-22.0
AAA,2014J,518808,-10.0
AAA,2014J,522482,-87.0
AAA,2014J,527100,-24.0
AAA,2014J,527801,-153.0
AAA,2014J,533068,-30.0
AAA,2014J,537081,-23.0
AAA,2014J,544253,-24.0
AAA,2014J,548120,-25.0
AAA,2014J,561467,-46.0
AAA,2014J,567922,-49.0
AAA,2014J,569505,-60.0
AAA,2014J,570317,-24.0
AAA,2014J,574505,-153.0
AAA,2014J,588477,-141.0
AAA,2014J,593846,-154.0
AAA,2014J,593987,-24.0
AAA,2014J,596288,-57.0
AAA,2014J,598070,-150.0
AAA,2014J,603834,-5.0
AAA,2014J,603861,-92.0
AAA,2014J,608440,-37.0
AAA,2014J,623710,-129.0
AAA,2014J,623840,-108.0
AAA,2014J,626240,-25.0
AAA,2014J,628088,-135.0
AAA,2014J,628312,-14.0
AAA,2014J,630142,-24.0
AAA,2014J,637665,-93.0
AAA,2014J,639053,-149.0
AAA,2014J,642878,-108.0
AAA,2014J,648130,-53.0
AAA,2014J,676546,-38.0
AAA,2014J,677186,-66.0
AAA,2014J,677281,-17.0
AAA,2014J,684180,-21.0
AAA,2014J,687698,-4.0
AAA,2014J,696073,-22.0
AAA,2014J,696578,-22.0
AAA,2014J,721259,-30.0
AAA,2014J,852847,-87.0
AAA,2014J,998493,-135.0
AAA,2014J,1045203,-155.0
AAA,2014J,1112555,-122.0
AAA,2014J,1183831,-115.0
AAA,2014J,1268696,-79.0
AAA,2014J,1336190,-23.0
AAA,2014J,1352868,-57.0
AAA,2014J,1398979,-72.0
AAA,2014J,1456619,-99.0
AAA,2014J,1469279,-51.0
AAA,2014J,1471214,-32.0
AAA,2014J,1472925,5.0
AAA,2014J,1484804,-88.0
AAA,2014J,1511033,-67.0
AAA,2014J,1576513,-84.0
AAA,2014J,1609002,-109.0
AAA,2014J,1629771,-115.0
AAA,2014J,1676594,-73.0
AAA,2014J,1686551,-99.0
AAA,2014J,1689639,-154.0
AAA,2014J,1715896,-42.0
AAA,2014J,1721270,-136.0
AAA,2014J,1757766,-150.0
AAA,2014J,1773377,-37.0
AAA,2014J,1799111,-94.0
AAA,2014J,1818673,-44.0
AAA,2014J,1839386,-67.0
AAA,2014J,1926668,-155.0
AAA,2014J,1947156,-109.0
AAA,2014J,1967783,-129.0
AAA,2014J,1970390,-119.0
AAA,2014J,1975209,-74.0
AAA,2014J,2010232,-7.0
AAA,2014J,2045084,-52.0
AAA,2014J,2057803,-53.0
AAA,2014J,2073016,-86.0
AAA,2014J,2085209,-59.0
AAA,2014J,2086400,-79.0
AAA,2014J,2139353,-79.0
AAA,2014J,2148681,-102.0
AAA,2014J,2158048,-8.0
AAA,2014J,2158196,-115.0
AAA,2014J,2165164,-86.0
AAA,2014J,2168833,-53.0
AAA,2014J,2207874,-108.0
AAA,2014J,2240349,-108.0
AAA,2014J,2244332,-51.0
AAA,2014J,2273119,-44.0
AAA,2014J,2277857,-119.0
AAA,2014J,2297896,-59.0
AAA,2014J,2313257,-101.0
AAA,2014J,2318055,-53.0
AAA,2014J,2330254,-153.0
AAA,2014J,2355470,-115.0
AAA,2014J,2358969,-46.0
AAA,2014J,2363863,-155.0
AAA,2014J,2365101,-85.0
AAA,2014J,2369415,-64.0
AAA,2014J,2375975,-53.0
AAA,2014J,2397661,-29.0
AAA,2014J,2398313,-42.0
AAA,2014J,2404408,-17.0
AAA,2014J,2425993,-16.0
AAA,2014J,2429854,-37.0
AAA,2014J,2432796,-59.0
AAA,2014J,2434159,-31.0
AAA,2014J,2436812,-51.0
AAA,2014J,2467267,-59.0
AAA,2014J,2470694,-115.0
AAA,2014J,2473538,-146.0
AAA,2014J,2474849,-73.0
AAA,2014J,2494700,-56.0
AAA,2014J,2500258,-102.0
AAA,2014J,2507842,-128.0
AAA,2014J,2509639,-87.0
AAA,2014J,2514368,-23.0
AAA,2014J,2514898,-128.0
AAA,2014J,2521865,-50.0
AAA,2014J,2522927,-140.0
AAA,2014J,2540168,-46.0
AAA,2014J,2546445,-30.0
AAA,2014J,2551797,-46.0
AAA,2014J,2551932,-38.0
AAA,2014J,2569324,-10.0
AAA,2014J,2574990,-42.0
AAA,2014J,2576122,-17.0
AAA,2014J,2578676,-156.0
AAA,2014J,2581477,-109.0
AAA,2014J,2584873,-28.0
AAA,2014J,2595841,-87.0
AAA,2014J,2596621,-101.0
AAA,2014J,2601889,-49.0
AAA,2014J,2602338,10.0
AAA,2014J,2606802,-37.0
AAA,2014J,2624961,-23.0
AAA,2014J,2630087,-49.0
AAA,2014J,2633226,-46.0
AAA,2014J,2642616,-56.0
AAA,2014J,2642935,-128.0
AAA,2014J,2648611,-155.0
AAA,2014J,2649800,-153.0
AAA,2014J,2654628,-35.0
AAA,2014J,2677624,-59.0
AAA,2014J,2680312,-44.0
AAA,2014J,2688166,-56.0
AAA,2014J,2690062,-25.0
AAA,2014J,2692514,-44.0
AAA,2014J,2694788,-92.0
BBB,2013B,23629,-47.0
BBB,2013B,25107,-73.0
BBB,2013B,27891,-58.0
BBB,2013B,29144,-24.0
BBB,2013B,31663,-60.0
BBB,2013B,33666,-23.0
BBB,2013B,34229,-58.0
BBB,2013B,34353,-16.0
BBB,2013B,34431,-24.0
BBB,2013B,34694,-55.0
BBB,2013B,34756,-43.0
BBB,2013B,34863,-65.0
BBB,2013B,35812,-53.0
BBB,2013B,39655,-22.0
BBB,2013B,50993,-53.0
BBB,2013B,52899,-117.0
BBB,2013B,58089,-58.0
BBB,2013B,62631,-45.0
BBB,2013B,70608,-17.0
BBB,2013B,71433,-19.0
BBB,2013B,72070,-24.0
BBB,2013B,74695,-64.0
BBB,2013B,74734,2.0
BBB,2013B,75399,-24.0
BBB,2013B,78645,-28.0
BBB,2013B,79378,-24.0
BBB,2013B,82535,-19.0
BBB,2013B,82741,-60.0
BBB,2013B,83254,-51.0
BBB,2013B,84245,-27.0
BBB,2013B,84664,-92.0
BBB,2013B,86291,-15.0
BBB,2013B,87604,-111.0
BBB,2013B,87732,-66.0
BBB,2013B,88580,-23.0
BBB,2013B,91322,-19.0
BBB,2013B,92274,-96.0
BBB,2013B,92832,-65.0
BBB,2013B,92947,-227.0
BBB,2013B,92993,-43.0
BBB,2013B,94616,-22.0
BBB,2013B,96291,-51.0
BBB,2013B,97154,-50.0
BBB,2013B,98313,-22.0
BBB,2013B,102849,-51.0
BBB,2013B,104054,-19.0
BBB,2013B,108377,-53.0
BBB,2013B,108589,-108.0
BBB,2013B,109938,-44.0
BBB,2013B,110881,-43.0
BBB,2013B,116603,-28.0
BBB,2013B,117071,-25.0
BBB,2013B,120994,-19.0
BBB,2013B,122524,-68.0
BBB,2013B,123379,-131.0
BBB,2013B,123860,-29.0
BBB,2013B,126322,-106.0
BBB,2013B,126411,-124.0
BBB,2013B,127209,-255.0
BBB,2013B,128776,-97.0
BBB,2013B,133155,-55.0
BBB,2013B,133531,-24.0
BBB,2013B,133748,-61.0
BBB,2013B,141823,-47.0
BBB,2013B,142324,-23.0
BBB,2013B,143741,-16.0
BBB,2013B,143854,-23.0
BBB,2013B,145544,-45.0
BBB,2013B,147876,-53.0
BBB,2013B,151697,-23.0
BBB,2013B,152153,-93.0
BBB,2013B,152910,-8.0
BBB,2013B,152929,-104.0
BBB,2013B,153212,-82.0
BBB,2013B,153704,-166.0
BBB,2013B,154027,-19.0
BBB,2013B,154125,-17.0
BBB,2013B,154540,-34.0
BBB,2013B,155735,-45.0
BBB,2013B,156835,-135.0
BBB,2013B,161678,-27.0
BBB,2013B,165243,-25.0
BBB,2013B,169515,-50.0
BBB,2013B,170356,-46.0
BBB,2013B,171377,-90.0
BBB,2013B,173316,-99.0
BBB,2013B,173335,-61.0
BBB,2013B,174321,-82.0
BBB,2013B,177639,-24.0
BBB,2013B,179605,-68.0
BBB,2013B,182824,-43.0
BBB,2013B,183806,-104.0
BBB,2013B,185240,-87.0
BBB,2013B,185349,-54.0
BBB,2013B,186670,-11.0
BBB,2013B,186780,-117.0
BBB,2013B,186988,-15.0
BBB,2013B,187793,-127.0
BBB,2013B,188152,-19.0
BBB,2013B,192424,-74.0
BBB,2013B,193822,-25.0
BBB,2013B,197595,-24.0
BBB,2013B,198956,-29.0
BBB,2013B,199520,-22.0
BBB,2013B,200863,-77.0
BBB,2013B,200905,-121.0
BBB,2013B,203108,-117.0
BBB,2013B,203481,-34.0
BBB,2013B,203652,-22.0
